Temperature_C,Humidity_%,AB1_Students,AB2_Students,AB3_Students,AB4_Students,AB5_Students,MAB1_Students,MAB2_Students,MAB3_Students,MAB4_Students,Active_Windows_Labs,Active_Mac_Labs,Central_Library_Occupancy,Admin_Office_Staff,Glass_Cafeteria_Occupancy,Open_Cafeteria_Occupancy,Auditorium_Active,Boys_Hostel_Load_kWh,Girls_Hostel_Load_kWh,Solar_Generation_kWh,Year,Month,Day_Of_Month,Hour,Day_Encoded,Total_AB_Students,Total_MAB_Students,Total_Students,Total_Hostel_Load,Total_Active_Labs
26.5,47,664,587,700,446,604,493,537,440,415,12,7,270,5,277,124,0,397,433,0,2026,1,28,19,6,3001,1885,4886,830,19
31.4,47,16,15,35,39,36,33,11,40,31,0,0,0,5,20,10,0,714,559,0,2026,5,25,23,1,141,115,256,1273,0
36.3,40,651,732,800,727,757,582,482,557,612,12,10,363,5,228,112,0,503,562,0,2026,5,6,19,6,3667,2233,5900,1065,22
26.2,47,162,157,154,135,194,135,145,130,117,0,0,40,5,20,10,0,507,419,0,2026,1,15,21,4,802,527,1329,926,0
28.6,44,459,358,414,395,431,340,397,335,385,0,0,40,5,177,62,0,416,385,42,2026,2,10,7,5,2057,1457,3514,801,0
30.9,44,9,30,10,15,25,10,26,25,37,0,0,6,5,20,10,0,668,630,0,2026,4,28,23,5,89,98,187,1298,0
30.3,56,36,0,8,33,9,8,30,2,3,0,0,6,5,20,10,0,634,600,0,2026,4,26,23,3,86,43,129,1234,0
26.6,41,1654,1353,1071,1028,1581,1004,962,1277,1303,32,19,120,180,133,63,0,343,321,125,2026,2,26,9,4,6687,4546,11233,664,51
24.2,57,35,34,1,13,36,21,22,4,9,0,0,8,5,20,10,0,503,496,0,2026,2,13,3,0,119,56,175,999,0
37.9,40,709,674,739,667,702,700,469,487,503,6,5,437,5,283,93,0,537,514,51,2026,5,6,18,6,3491,2159,5650,1051,11
27.4,46,1486,1452,1151,1001,1405,1102,1063,1098,1168,46,46,345,180,97,37,0,317,317,158,2026,1,20,14,5,6495,4431,10926,634,92
28.5,69,16,19,34,32,12,35,19,11,20,0,0,7,5,20,10,0,566,521,0,2026,6,22,0,1,113,85,198,1087,0
34.8,38,729,588,553,494,625,459,509,500,498,7,2,245,5,242,98,0,509,529,58,2026,5,19,18,5,2989,1966,4955,1038,9
34.1,41,886,645,778,593,926,601,658,494,553,35,45,327,180,424,129,0,412,364,404,2026,6,1,13,1,3828,2306,6134,776,80
24.7,56,10,28,40,20,26,2,17,5,31,0,0,15,5,20,10,0,465,506,0,2026,2,28,4,2,124,55,179,971,0
35.1,40,220,170,143,183,183,141,135,156,172,0,0,60,5,87,39,0,498,442,86,2026,5,30,8,2,899,604,1503,940,0
33.3,50,232,157,175,172,172,163,173,121,152,0,0,35,5,20,10,0,703,575,0,2026,6,4,21,4,908,609,1517,1278,0
28.9,73,28,35,6,0,20,15,38,7,9,0,0,14,5,20,10,0,599,588,0,2026,6,18,1,4,89,69,158,1187,0
35.8,38,798,715,786,653,660,615,607,585,631,47,38,273,180,364,153,0,329,367,355,2026,3,6,13,0,3612,2438,6050,696,85
34.7,38,1256,1278,1331,1082,1188,1179,882,1029,1254,26,21,380,180,145,58,1,388,380,160,2026,5,21,16,4,6135,4344,10479,768,47
26.8,45,200,188,229,161,198,138,160,163,164,0,0,60,5,110,34,0,399,392,79,2026,2,22,8,3,976,625,1601,791,0
29.3,41,17,22,23,20,27,19,22,17,24,0,0,13,5,20,10,0,488,431,21,2026,3,29,6,3,109,82,191,919,0
35.5,38,631,607,606,527,582,523,422,413,536,12,14,362,180,155,50,0,574,547,107,2026,5,25,17,1,2953,1894,4847,1121,26
34.0,42,1181,1113,1075,1068,1439,969,1037,983,1011,13,14,80,5,157,67,0,489,461,108,2026,5,27,8,6,5876,4000,9876,950,27
33.3,38,757,595,502,541,572,653,551,492,517,11,8,294,5,296,76,0,504,461,0,2026,3,6,19,0,2967,2213,5180,965,19
32.3,51,141,188,143,116,197,129,160,124,120,0,0,58,5,20,10,0,653,591,0,2026,6,15,21,1,785,533,1318,1244,0
21.5,59,28,16,23,11,13,35,2,20,22,0,0,4,5,20,10,0,454,460,0,2026,2,22,2,3,91,79,170,914,0
32.3,40,944,704,648,548,687,593,731,496,634,9,2,317,5,258,111,0,500,476,0,2026,3,12,19,4,3531,2454,5985,976,11
21.6,62,9,29,20,9,0,34,32,21,18,0,0,15,5,20,10,0,501,439,0,2026,2,22,4,3,67,105,172,940,0
27.2,67,40,11,36,9,14,14,19,21,6,0,0,2,5,20,10,0,656,577,0,2026,6,24,1,6,110,60,170,1233,0
32.0,44,1425,1223,1340,1263,1208,1107,991,950,981,31,26,370,180,156,56,0,406,377,172,2026,6,24,16,6,6459,4029,10488,783,57
34.4,43,26,27,24,24,21,20,23,24,22,0,0,119,5,184,64,0,578,511,0,2026,5,17,20,3,122,89,211,1089,0
34.4,48,13,31,13,36,40,39,0,2,24,0,0,6,5,20,10,0,592,524,0,2026,5,3,5,3,133,65,198,1116,0
26.7,55,18,20,21,1,4,4,25,18,30,0,0,9,5,12,8,0,362,333,26,2026,1,4,7,3,64,77,141,695,0
28.1,40,161,115,159,171,157,176,135,142,125,0,0,253,5,216,115,0,468,458,0,2026,2,18,20,6,763,578,1341,926,0
26.7,45,29,7,33,29,20,0,0,13,24,0,0,3,5,20,10,0,561,512,0,2026,2,3,22,5,118,37,155,1073,0
26.4,47,3,11,31,25,19,10,1,35,25,0,0,10,5,20,10,0,549,501,0,2026,3,19,4,4,89,71,160,1050,0
35.6,38,787,860,750,738,777,545,631,639,736,32,26,292,180,396,150,0,380,374,318,2026,4,3,12,0,3912,2551,6463,754,58
31.3,42,382,431,414,348,343,280,339,362,458,0,0,40,5,156,52,0,469,483,54,2026,4,24,7,0,1918,1439,3357,952,0
31.3,52,1572,1341,1454,1452,1457,1211,1244,1351,1254,37,27,326,180,74,26,0,408,350,348,2026,6,18,11,4,7276,5060,12336,758,64
32.8,60,171,156,197,135,141,130,110,125,131,0,0,1,5,20,10,0,616,636,24,2026,6,11,6,4,800,496,1296,1252,0
31.7,38,96,87,93,85,86,64,66,60,80,0,0,128,5,76,31,0,516,485,89,2026,3,29,17,3,447,270,717,1001,0
30.0,43,3,18,16,6,4,21,15,7,27,0,0,3,5,21,13,0,346,270,184,2026,1,6,13,5,47,70,117,616,0
29.4,38,737,601,846,695,560,658,589,517,810,39,37,275,180,324,133,0,362,305,256,2026,2,17,12,5,3439,2574,6013,667,76
29.8,44,25,24,29,22,23,19,19,19,19,0,0,56,5,20,10,0,487,472,0,2026,2,8,21,3,123,76,199,959,0
30.8,38,243,189,181,154,147,154,163,178,123,0,6,130,5,76,32,0,334,311,97,2026,2,8,16,3,914,618,1532,645,6
28.9,43,345,516,391,457,490,307,393,322,290,0,0,40,5,150,65,0,400,380,33,2026,2,4,7,6,2199,1312,3511,780,0
31.4,51,9,1,20,35,26,36,21,0,30,0,0,6,5,20,10,0,557,562,0,2026,5,26,0,5,91,87,178,1119,0
30.6,67,16,35,31,38,29,33,32,32,36,0,0,14,5,20,10,0,621,589,0,2026,6,9,2,5,149,133,282,1210,0
32.9,38,725,495,520,535,602,476,515,548,633,4,6,283,5,246,106,0,483,474,0,2026,3,5,19,4,2877,2172,5049,957,10
29.0,38,1430,1147,1178,1426,1212,949,1197,917,1031,42,44,365,180,83,38,0,327,302,190,2026,2,20,14,0,6393,4094,10487,629,86
22.2,64,24,10,4,35,5,21,38,39,30,0,0,0,5,20,10,0,486,465,0,2026,1,22,0,4,78,128,206,951,0
29.8,64,3,24,11,39,21,13,23,3,24,0,0,7,5,20,10,0,536,540,0,2026,6,30,0,5,98,63,161,1076,0
35.5,38,796,664,577,698,652,489,624,528,563,10,1,254,5,271,103,0,568,448,0,2026,4,10,19,0,3387,2204,5591,1016,11
26.7,45,11,18,1,19,10,11,25,38,12,0,0,2,5,20,10,0,462,484,0,2026,3,25,4,6,59,86,145,946,0
35.9,41,253,265,199,182,228,198,150,173,190,7,6,102,5,38,17,0,390,372,234,2026,4,12,10,3,1127,711,1838,762,13
32.1,50,40,30,17,35,21,36,21,12,8,0,0,10,5,20,10,0,588,598,0,2026,5,9,0,2,143,77,220,1186,0
30.3,38,1616,1421,1434,1161,1192,920,911,1151,1194,38,41,333,180,98,39,0,335,340,243,2026,3,23,14,1,6824,4176,11000,675,79
28.9,38,1388,1451,1067,1230,1301,1069,1159,1056,1189,35,27,337,180,131,53,0,330,323,123,2026,2,27,16,0,6437,4473,10910,653,62
28.5,44,27,21,26,22,24,20,21,23,24,0,0,8,5,20,10,0,481,481,14,2026,2,7,6,2,120,88,208,962,0
30.6,38,948,894,739,709,866,516,605,730,753,41,29,285,180,359,158,0,320,294,218,2026,2,4,12,6,4156,2604,6760,614,70
22.5,58,32,3,19,16,11,1,25,28,35,0,0,7,5,20,10,0,510,532,0,2026,1,19,23,1,81,89,170,1042,0
27.5,54,33,5,38,13,10,40,17,9,27,0,0,14,5,20,10,0,545,515,0,2026,4,16,3,4,99,93,192,1060,0
26.0,56,13,14,12,28,15,25,13,19,27,0,0,12,5,20,10,0,521,548,0,2026,3,12,3,4,82,84,166,1069,0
28.0,68,28,17,26,33,6,14,20,39,11,0,0,12,5,20,10,0,546,575,0,2026,6,15,2,1,110,84,194,1121,0
32.8,54,26,21,27,26,29,20,18,24,26,0,0,22,5,20,10,0,627,623,0,2026,6,13,21,2,129,88,217,1250,0
31.9,55,14,8,8,18,33,6,21,20,16,0,0,5,5,20,10,0,689,642,0,2026,6,10,22,6,81,63,144,1331,0
22.6,57,37,36,26,34,18,27,0,33,6,0,0,0,5,20,10,0,452,464,0,2026,1,28,4,6,151,66,217,916,0
25.2,55,34,32,32,35,1,24,30,2,40,0,0,12,5,21,9,0,504,437,0,2026,1,8,4,4,134,96,230,941,0
35.2,39,717,635,566,507,650,506,439,566,541,8,2,306,5,259,120,0,490,566,43,2026,5,27,18,6,3075,2052,5127,1056,10
33.3,46,7,1,10,5,36,11,12,28,34,0,0,11,5,20,10,0,564,585,0,2026,5,14,5,4,59,85,144,1149,0
29.3,41,21,3,11,24,17,28,27,13,19,0,0,4,5,17,7,0,339,297,220,2026,1,2,14,0,76,87,163,636,0
30.5,54,21,15,31,25,27,27,2,33,6,0,0,3,5,20,10,0,572,599,0,2026,5,31,2,3,119,68,187,1171,0
30.5,38,1753,1579,1684,1299,1245,1149,1469,1277,1410,18,25,120,180,141,57,0,349,343,137,2026,3,20,9,0,7560,5305,12865,692,43
28.1,45,625,579,590,467,581,533,527,474,538,20,29,305,180,131,52,0,428,394,62,2026,1,30,17,0,2842,2072,4914,822,49
29.4,38,9,21,30,12,26,24,17,1,14,0,0,2,5,20,9,0,444,389,27,2026,1,4,18,3,98,56,154,833,0
32.5,46,190,181,159,167,151,98,151,142,139,0,0,1,5,20,10,0,520,477,24,2026,4,3,6,0,848,530,1378,997,0
24.4,56,36,35,14,5,26,33,31,13,37,0,0,15,5,20,10,0,513,474,0,2026,2,20,5,0,116,114,230,987,0
36.2,39,73,74,76,68,90,75,64,74,74,0,0,130,5,151,67,0,594,539,0,2026,5,2,19,2,381,287,668,1133,0
33.3,56,210,195,158,213,195,150,144,144,211,0,0,80,5,102,32,0,365,379,190,2026,6,28,9,3,971,649,1620,744,0
33.6,46,608,632,531,578,697,496,471,485,600,25,21,332,180,125,52,0,568,507,87,2026,6,15,17,1,3046,2052,5098,1075,46
32.7,49,195,164,152,191,172,135,115,124,138,0,0,6,5,20,10,0,607,552,22,2026,5,26,6,5,874,512,1386,1159,0
35.9,38,1673,1611,1894,1443,1627,1614,1285,1563,1036,28,31,283,180,79,25,0,413,415,347,2026,5,19,11,5,8248,5498,13746,828,59
34.2,45,229,221,185,194,224,121,161,149,194,0,0,55,5,20,10,0,696,591,0,2026,5,11,21,1,1053,625,1678,1287,0
24.2,52,22,27,30,6,24,18,38,12,9,0,0,1,5,20,10,0,494,532,0,2026,3,18,3,6,109,77,186,1026,0
22.5,60,19,25,3,40,5,23,34,21,5,0,0,14,5,20,10,0,488,464,0,2026,2,18,3,6,92,83,175,952,0
25.0,58,38,25,7,14,27,31,17,37,37,0,0,8,5,20,10,0,469,429,0,2026,2,25,4,6,111,122,233,898,0
25.1,59,34,24,25,22,9,18,2,18,5,0,0,11,5,24,15,0,502,442,0,2026,1,10,0,2,114,43,157,944,0
36.1,38,1392,1148,1320,1312,1313,1290,959,1062,1239,33,39,348,180,98,40,0,369,372,292,2026,5,22,14,0,6485,4550,11035,741,72
22.7,58,186,166,176,185,165,141,143,180,112,0,0,5,5,20,10,0,483,436,13,2026,1,22,6,4,878,576,1454,919,0
28.9,52,8,32,37,31,13,5,30,39,4,0,0,5,5,20,10,0,585,490,0,2026,3,12,0,4,121,78,199,1075,0
24.9,47,549,594,460,469,642,525,466,430,460,2,6,254,5,287,118,0,417,377,0,2026,1,21,19,6,2714,1881,4595,794,8
35.4,40,901,833,782,717,671,668,639,781,570,35,30,301,180,315,171,0,427,373,387,2026,6,8,13,1,3904,2658,6562,800,65
30.0,41,1727,1588,1475,1058,1344,1291,1211,1292,1545,14,11,80,5,138,70,0,434,442,94,2026,3,19,8,4,7192,5339,12531,876,25
26.1,47,120,129,175,164,156,142,97,151,154,0,0,243,5,270,113,0,447,376,0,2026,2,27,20,0,744,544,1288,823,0
32.2,40,451,447,422,350,403,432,462,415,396,0,0,40,5,152,57,0,423,404,47,2026,3,5,7,4,2073,1705,3778,827,0
30.9,62,17,24,4,39,4,40,29,31,39,0,0,15,5,20,10,0,656,635,0,2026,6,4,23,4,88,139,227,1291,0
36.2,41,1438,1272,1288,1594,1696,1114,853,1160,1119,27,24,196,180,80,25,0,411,351,181,2026,4,10,10,0,7288,4246,11534,762,51
31.5,47,1464,1432,1109,1151,1112,1001,1089,1180,1247,32,26,324,180,169,46,0,371,380,206,2026,6,22,16,1,6268,4517,10785,751,58
35.5,42,213,267,243,186,199,182,166,193,152,0,0,335,5,288,118,0,493,485,0,2026,5,15,20,0,1108,693,1801,978,0
32.0,38,126,111,102,108,138,84,116,108,117,4,6,152,5,256,82,0,343,350,295,2026,3,28,12,2,585,425,1010,693,10
29.4,48,29,21,15,37,36,40,34,38,14,0,0,11,5,20,10,0,491,500,0,2026,3,6,4,0,138,126,264,991,0
26.8,38,627,686,580,435,625,442,418,440,559,32,27,326,180,141,54,0,467,362,62,2026,2,20,17,0,2953,1859,4812,829,59
33.0,38,620,675,616,667,588,402,510,485,558,28,21,277,180,133,41,0,525,484,91,2026,4,22,17,6,3166,1955,5121,1009,49
34.7,38,1311,1196,1437,1176,1656,1294,1218,1233,1158,26,35,272,180,72,25,0,370,336,216,2026,4,29,10,6,6776,4903,11679,706,61
38.4,38,694,724,633,526,730,562,521,680,561,25,31,423,180,125,55,0,556,542,97,2026,5,5,17,5,3307,2324,5631,1098,56
28.7,52,9,5,23,10,36,7,0,33,27,0,0,14,5,20,10,0,516,498,0,2026,3,1,0,3,83,67,150,1014,0
36.1,38,1311,1174,1424,1083,1445,986,1130,947,1271,17,26,120,180,154,63,0,370,346,145,2026,4,3,9,0,6437,4334,10771,716,43
32.8,51,916,1133,1072,942,1306,1041,1045,1061,1049,2,8,80,5,157,68,0,527,510,103,2026,6,11,8,4,5369,4196,9565,1037,10
32.5,38,215,197,200,173,235,170,150,186,152,0,0,381,5,296,123,0,481,446,0,2026,3,11,20,6,1020,658,1678,927,0
25.2,46,200,162,135,151,152,148,152,122,137,0,0,41,5,20,10,0,546,471,0,2026,2,19,21,4,800,559,1359,1017,0
31.1,40,166,173,134,122,183,107,123,109,141,0,0,11,5,20,10,0,542,505,22,2026,3,6,6,0,778,480,1258,1047,0
35.5,38,783,846,576,693,755,595,560,713,840,29,34,277,180,371,172,0,402,362,341,2026,5,18,13,1,3653,2708,6361,764,63
30.3,67,25,31,36,40,28,23,27,19,39,0,0,2,5,20,10,0,607,599,0,2026,6,11,0,4,160,108,268,1206,0
34.1,40,1058,1065,1188,1058,1147,1119,978,1192,1139,13,9,80,5,142,75,0,499,517,82,2026,5,4,8,1,5516,4428,9944,1016,22
34.1,38,634,503,563,464,629,464,459,399,589,12,8,258,5,272,100,0,471,481,0,2026,4,16,19,4,2793,1911,4704,952,20
30.9,38,584,639,486,554,635,478,511,431,464,26,29,251,180,142,51,0,443,389,54,2026,2,9,17,1,2898,1884,4782,832,55
31.7,54,28,0,2,36,27,35,31,14,3,0,0,9,5,20,10,0,581,563,0,2026,5,12,1,5,93,83,176,1144,0
37.5,38,241,215,203,139,229,173,158,177,182,0,0,60,5,78,38,0,508,450,114,2026,5,9,8,2,1027,690,1717,958,0
33.3,39,536,722,648,522,558,494,461,620,500,5,8,233,5,312,101,0,547,516,0,2026,4,20,19,1,2986,2075,5061,1063,13
27.5,44,24,27,20,26,23,20,18,21,29,0,0,13,5,20,10,0,508,436,19,2026,2,1,6,3,120,88,208,944,0
33.4,38,681,616,471,479,397,409,471,427,472,33,31,287,180,145,60,0,542,505,85,2026,4,23,17,4,2644,1779,4423,1047,64
28.6,40,22,2,17,1,29,28,2,29,15,0,0,1,5,19,11,0,455,401,26,2026,1,10,18,2,71,74,145,856,0
27.8,39,113,121,112,101,117,83,95,96,82,8,4,173,5,209,92,0,349,320,231,2026,1,31,12,2,564,356,920,669,12
28.4,38,232,221,165,171,187,156,158,175,153,0,4,139,5,60,20,0,311,305,205,2026,2,21,14,2,976,642,1618,616,4
30.3,66,199,200,149,150,172,142,132,124,181,0,0,4,5,20,10,0,582,643,24,2026,6,22,6,1,870,579,1449,1225,0
25.4,52,18,12,11,35,2,24,12,19,24,0,0,3,5,20,10,0,485,500,0,2026,2,18,4,6,78,79,157,985,0
28.8,69,34,34,0,25,29,35,9,6,17,0,0,2,5,20,10,0,660,645,0,2026,6,15,1,1,122,67,189,1305,0
34.7,42,1384,1104,1095,1449,1239,902,1035,1180,1287,21,26,335,180,134,45,0,366,352,185,2026,6,12,16,0,6271,4404,10675,718,47
33.5,41,24,23,23,18,19,21,21,23,21,0,0,40,5,20,10,0,574,522,0,2026,4,12,21,3,107,86,193,1096,0
34.0,50,244,212,200,174,169,174,183,208,171,0,0,14,5,20,10,0,601,602,24,2026,5,5,6,5,999,736,1735,1203,0
26.5,42,1196,1240,1306,1170,1357,1173,934,1076,698,26,23,120,180,142,64,0,360,305,111,2026,2,20,9,0,6269,3881,10150,665,49
28.7,43,218,204,210,135,204,167,195,132,206,0,0,80,5,95,39,0,370,324,105,2026,2,14,9,2,971,700,1671,694,0
32.5,56,25,27,26,23,23,22,18,23,20,0,0,123,5,149,65,0,525,507,0,2026,6,6,20,2,124,83,207,1032,0
30.3,43,204,183,173,183,153,124,157,156,128,0,0,229,5,315,112,0,508,428,0,2026,3,31,20,5,896,565,1461,936,0
26.8,43,27,25,21,19,25,20,19,20,19,0,0,9,5,20,10,0,473,475,17,2026,2,14,6,2,117,78,195,948,0
29.9,53,40,2,38,7,22,2,34,25,15,0,0,5,5,20,10,0,604,553,0,2026,4,20,0,1,109,76,185,1157,0
28.5,39,1053,1522,1186,1054,1388,1237,1190,1113,1271,25,32,322,180,151,51,0,354,324,157,2026,2,18,15,6,6203,4811,11014,678,57
33.5,50,250,193,221,160,187,172,175,146,220,0,0,10,5,20,10,0,525,566,25,2026,5,15,6,0,1011,713,1724,1091,0
34.7,47,773,904,767,601,618,607,646,608,836,41,33,218,180,391,168,0,445,372,450,2026,6,1,12,1,3663,2697,6360,817,74
30.5,52,25,17,15,9,4,9,25,39,18,0,0,5,5,20,10,0,544,563,0,2026,5,29,3,0,70,91,161,1107,0
29.6,46,33,1,27,36,20,35,4,17,26,0,0,15,5,20,10,0,508,524,0,2026,3,4,4,6,117,82,199,1032,0
36.8,38,260,215,209,231,234,194,148,187,168,5,2,108,5,41,16,0,405,383,297,2026,5,3,10,3,1149,697,1846,788,7
36.4,38,816,600,768,687,707,654,806,621,545,2,12,417,5,275,130,0,525,554,0,2026,5,5,19,5,3578,2626,6204,1079,14
34.5,53,35,1,40,27,20,25,11,20,39,0,0,1,5,20,10,0,613,593,0,2026,5,10,0,3,123,95,218,1206,0
33.2,55,445,331,445,416,466,455,295,287,406,0,0,40,5,152,56,0,498,463,53,2026,6,8,7,1,2103,1443,3546,961,0
31.4,50,81,97,68,84,86,69,71,48,74,0,0,117,5,148,85,0,513,546,55,2026,6,20,18,2,416,262,678,1059,0
35.3,40,180,158,250,219,188,193,196,129,198,0,0,328,5,280,140,0,593,511,0,2026,5,11,20,1,995,716,1711,1104,0
29.6,43,193,157,222,131,147,143,175,125,145,0,0,277,5,269,104,0,463,430,0,2026,2,6,20,0,850,588,1438,893,0
24.9,53,4,20,36,27,36,25,40,26,18,0,0,3,5,22,5,0,530,472,0,2026,1,6,23,5,123,109,232,1002,0
26.1,50,33,16,31,5,15,38,7,20,21,0,0,12,5,20,10,0,517,479,0,2026,2,27,22,0,100,86,186,996,0
31.2,53,25,14,9,6,5,6,38,29,33,0,0,14,5,20,10,0,582,521,0,2026,5,30,1,2,59,106,165,1103,0
30.5,42,1607,1671,1504,1026,1671,1209,1182,1230,1222,32,27,283,180,66,25,0,318,319,167,2026,2,5,10,4,7479,4843,12322,637,59
33.3,44,1648,1655,1592,1383,1691,1557,1276,1309,1285,33,43,303,180,66,28,0,422,366,358,2026,6,1,11,1,7969,5427,13396,788,76
32.2,48,0,7,25,37,12,16,8,36,11,0,0,3,5,20,10,0,645,578,0,2026,5,24,23,3,81,71,152,1223,0
30.5,51,5,24,30,1,17,20,2,9,15,0,0,5,5,20,10,0,614,578,0,2026,4,26,22,3,77,46,123,1192,0
26.3,50,151,160,135,134,177,120,158,138,151,0,0,40,5,20,10,0,490,495,0,2026,1,30,21,0,757,567,1324,985,0
31.8,38,688,702,796,534,680,563,526,649,658,6,9,351,5,286,106,0,459,440,0,2026,3,17,19,5,3400,2396,5796,899,15
32.4,42,226,148,184,183,172,127,127,135,169,0,0,13,5,20,10,0,529,483,21,2026,4,15,6,6,913,558,1471,1012,0
24.3,62,26,2,36,14,9,1,16,35,37,0,0,13,5,20,10,0,497,507,0,2026,1,12,0,1,87,89,176,1004,0
22.8,58,20,7,34,11,12,13,30,17,37,0,0,16,5,29,9,0,507,442,0,2026,1,4,3,3,84,97,181,949,0
32.5,49,1413,1511,1491,1385,1445,1087,1247,1251,1308,39,27,274,180,55,26,0,346,356,351,2026,6,25,11,4,7245,4893,12138,702,66
33.4,38,181,177,159,140,195,150,162,123,137,0,0,281,5,268,101,0,507,496,0,2026,4,14,20,5,852,572,1424,1003,0
27.2,46,265,233,291,238,252,164,164,201,211,7,3,114,5,41,18,0,339,282,154,2026,1,17,11,2,1279,740,2019,621,10
31.3,64,30,20,30,5,11,12,24,36,5,0,0,9,5,20,10,0,588,599,0,2026,6,13,5,2,96,77,173,1187,0
36.7,38,1374,1231,1393,1357,1139,992,1135,1033,996,33,34,318,180,135,50,0,354,345,146,2026,4,3,16,0,6494,4156,10650,699,67
37.5,38,122,78,113,106,95,88,78,92,103,0,0,170,5,140,71,0,604,530,46,2026,5,9,18,2,514,361,875,1134,0
27.8,74,6,24,35,33,2,3,21,15,30,0,0,6,5,20,10,0,617,551,0,2026,6,25,1,4,100,69,169,1168,0
26.9,40,114,97,109,97,74,117,106,90,101,1,2,108,5,268,109,0,329,322,227,2026,1,17,12,2,491,414,905,651,3
25.8,41,137,140,191,155,180,149,140,138,168,0,0,67,5,20,10,0,527,538,0,2026,2,26,21,4,803,595,1398,1065,0
29.0,66,29,25,37,17,40,21,12,23,15,0,0,13,5,20,10,0,625,566,0,2026,6,27,4,2,148,71,219,1191,0
29.8,40,53,47,63,62,64,52,47,56,67,0,0,40,5,73,37,0,417,381,37,2026,3,21,7,2,289,222,511,798,0
25.0,50,63,87,71,76,86,70,68,63,100,0,0,189,5,143,75,0,419,408,0,2026,1,25,19,3,383,301,684,827,0
29.7,49,26,26,25,22,26,18,22,16,18,0,0,66,5,20,10,0,633,502,0,2026,3,29,21,3,125,74,199,1135,0
22.4,57,9,32,14,12,35,39,33,34,35,0,0,3,5,20,10,0,477,454,0,2026,2,24,0,5,102,141,243,931,0
29.9,40,213,182,215,222,183,139,168,167,205,0,0,53,5,20,10,0,528,526,0,2026,3,17,21,5,1015,679,1694,1054,0
30.0,41,1125,1052,1190,1175,1245,858,1056,1030,915,7,2,80,5,145,67,0,405,424,79,2026,2,6,8,0,5787,3859,9646,829,9
31.6,52,759,647,506,419,470,541,445,538,496,5,0,298,5,288,99,1,588,512,60,2026,6,22,18,1,2801,2020,4821,1100,5
35.2,38,171,150,181,152,135,125,142,143,152,0,0,60,5,90,32,0,450,481,108,2026,4,5,8,3,789,562,1351,931,0
34.4,41,22,4,10,18,4,34,36,15,33,0,0,9,5,20,10,0,620,575,0,2026,4,7,22,5,58,118,176,1195,0
34.3,38,745,845,995,727,844,682,522,674,699,37,33,307,180,345,180,0,360,310,299,2026,3,6,12,0,4156,2577,6733,670,70
33.7,52,26,28,34,28,17,19,10,8,31,0,0,10,5,20,10,0,662,648,0,2026,6,6,22,2,133,68,201,1310,0
33.1,43,164,190,179,114,202,162,137,151,129,0,0,60,5,87,44,0,457,465,104,2026,5,24,8,3,849,579,1428,922,0
27.7,42,13,17,0,3,2,30,28,22,28,0,0,4,5,27,5,0,337,323,243,2026,1,2,12,0,35,108,143,660,0
36.3,46,1607,983,1267,1175,1189,1090,1009,1070,1584,37,37,374,180,137,48,0,361,376,234,2026,6,8,15,1,6221,4753,10974,737,74
32.6,47,979,468,655,880,841,621,589,674,754,32,48,319,180,418,168,0,408,386,370,2026,6,17,13,6,3823,2638,6461,794,80
29.7,52,7,28,12,37,40,39,29,0,16,0,0,13,5,20,10,0,590,599,0,2026,4,23,22,4,124,84,208,1189,0
33.3,57,166,189,165,156,164,138,140,142,149,0,0,21,5,20,10,0,604,658,0,2026,6,11,21,4,840,569,1409,1262,0
31.2,38,386,410,311,415,440,308,349,383,280,0,0,40,5,137,60,0,443,417,41,2026,3,31,7,5,1962,1320,3282,860,0
33.6,53,97,74,97,82,98,87,64,87,78,0,0,131,5,164,57,0,559,525,50,2026,6,13,18,2,448,316,764,1084,0
28.8,38,623,635,558,565,439,486,391,418,513,32,27,308,180,134,50,0,434,434,57,2026,2,10,17,5,2820,1808,4628,868,59
34.4,38,288,251,183,222,258,187,197,179,173,7,8,86,5,34,17,0,304,321,290,2026,3,7,11,2,1202,736,1938,625,15
28.7,41,475,519,588,563,529,505,453,473,589,9,2,314,5,243,96,0,437,423,38,2026,2,16,18,1,2674,2020,4694,860,11
36.2,48,239,203,194,164,208,133,133,149,206,6,6,149,5,77,33,0,422,405,139,2026,6,6,16,2,1008,621,1629,827,12
27.3,57,16,39,20,1,1,21,1,30,2,0,0,4,5,20,10,0,547,523,0,2026,4,27,2,1,77,54,131,1070,0
33.2,42,65,60,70,40,60,37,54,57,47,0,0,40,5,82,31,0,477,440,52,2026,4,4,7,2,295,195,490,917,0
38.0,38,1386,1032,1395,1029,1298,1090,1196,838,1081,38,46,348,180,126,64,0,408,396,214,2026,5,4,15,1,6140,4205,10345,804,84
33.4,41,1290,1148,1408,1136,1300,1106,1058,1222,1070,2,6,80,5,157,58,0,467,430,104,2026,4,15,8,6,6282,4456,10738,897,8
29.9,40,246,220,202,190,217,154,153,196,220,0,0,315,5,251,120,0,501,479,0,2026,3,20,20,0,1075,723,1798,980,0
33.5,38,1313,1661,1210,1255,1428,1079,1041,1244,1168,24,29,120,180,141,55,0,352,378,162,2026,5,25,9,1,6867,4532,11399,730,53
21.2,62,34,34,25,5,22,14,13,21,21,0,0,11,5,20,10,0,441,394,0,2026,1,29,3,4,120,69,189,835,0
