Date,Day,Time,Temperature_C,Humidity_%,AB1_Students,AB2_Students,AB3_Students,AB4_Students,AB5_Students,MAB1_Students,MAB2_Students,MAB3_Students,MAB4_Students,Active_Windows_Labs,Active_Mac_Labs,Central_Library_Occupancy,Admin_Office_Staff,Glass_Cafeteria_Occupancy,Open_Cafeteria_Occupancy,Auditorium_Active,Boys_Hostel_Load_kWh,Girls_Hostel_Load_kWh,Solar_Generation_kWh,Electricity_Consumption_kWh,Net_Grid_Usage_kWh,Anomaly_Score,Is_Anomaly,Year,Month,Day_Of_Month,Hour,Day_Encoded,Total_AB_Students,Total_MAB_Students,Total_Students,Total_Hostel_Load,Total_Active_Labs
2026-05-19,Tuesday,12:00,36.2,38,745,804,700,707,638,496,608,654,583,42,39,306,180,418,173,0,404,359,402,5274.9,4872.9,0.1211,0,2026,5,19,12,5,3594,2341,5935,763,81
2026-05-19,Tuesday,13:00,36.4,38,795,710,636,840,808,534,620,726,638,35,42,327,180,365,143,0,400,341,353,4962.2,4609.2,0.0912,0,2026,5,19,13,5,3789,2518,6307,741,77
2026-05-19,Tuesday,14:00,36.3,38,1441,1453,1162,1612,1492,1084,1027,980,1349,40,30,277,180,91,36,0,368,333,325,5416.4,5091.4,0.1081,0,2026,5,19,14,5,7160,4440,11600,701,70
2026-05-19,Tuesday,15:00,35.6,38,1328,1437,1327,1234,1424,875,982,1352,867,33,38,293,180,124,64,1,394,353,208,5726.3,5518.3,0.0904,0,2026,5,19,15,5,6750,4076,10826,747,71
2026-05-19,Tuesday,16:00,36.7,38,1265,1046,1193,1138,1457,921,1110,1060,869,26,26,379,180,142,54,0,289,324,158,5163.2,5005.2,0.099,0,2026,5,19,16,5,6099,3960,10059,613,52
2026-05-19,Tuesday,17:00,34.9,38,626,607,551,595,673,433,419,443,528,27,29,337,180,139,55,0,595,515,87,4886.0,4799.0,0.1242,0,2026,5,19,17,5,3052,1823,4875,1110,56
2026-05-19,Tuesday,18:00,34.8,38,729,588,553,494,625,459,509,500,498,7,2,245,5,242,98,0,509,529,58,3851.3,3793.3,0.1263,0,2026,5,19,18,5,2989,1966,4955,1038,9
2026-05-19,Tuesday,19:00,34.2,38,694,625,576,463,525,500,503,489,566,1,10,229,5,278,110,0,510,496,0,4010.3,4010.3,0.1266,0,2026,5,19,19,5,2883,2058,4941,1006,11
2026-05-19,Tuesday,20:00,33.1,50,192,168,160,169,161,133,164,132,152,0,0,222,5,276,114,0,596,486,0,3136.4,3136.4,0.1435,0,2026,5,19,20,5,850,581,1431,1082,0
2026-05-19,Tuesday,21:00,33.0,43,179,180,209,146,124,136,145,123,154,0,0,49,5,20,10,0,648,623,0,3387.0,3387.0,0.1442,0,2026,5,19,21,5,838,558,1396,1271,0
2026-05-19,Tuesday,22:00,32.4,49,21,39,23,30,16,36,35,35,21,0,0,10,5,20,10,0,573,578,0,2978.9,2978.9,0.1593,0,2026,5,19,22,5,129,127,256,1151,0
2026-05-19,Tuesday,23:00,31.1,51,33,9,37,33,17,38,15,14,1,0,0,13,5,20,10,0,629,597,0,3092.5,3092.5,0.1523,0,2026,5,19,23,5,129,68,197,1226,0
2026-05-20,Wednesday,00:00,30.8,51,30,17,21,32,19,31,25,3,37,0,0,9,5,20,10,0,570,590,0,2966.1,2966.1,0.1635,0,2026,5,20,0,6,119,96,215,1160,0
2026-05-20,Wednesday,01:00,30.6,57,16,6,9,35,14,14,15,29,9,0,0,3,5,20,10,0,578,613,0,3076.9,3076.9,0.1137,0,2026,5,20,1,6,80,67,147,1191,0
2026-05-20,Wednesday,02:00,28.1,56,34,32,23,26,25,26,36,21,19,0,0,2,5,20,10,0,572,555,0,2769.4,2769.4,0.1325,0,2026,5,20,2,6,140,102,242,1127,0
2026-05-20,Wednesday,03:00,27.9,59,15,10,39,30,4,20,3,27,25,0,0,13,5,20,10,0,550,567,0,2709.9,2709.9,0.0972,0,2026,5,20,3,6,98,75,173,1117,0
2026-05-20,Wednesday,04:00,31.5,53,9,26,30,1,21,23,7,19,15,0,0,15,5,20,10,0,618,571,0,2977.0,2977.0,0.1525,0,2026,5,20,4,6,87,64,151,1189,0
2026-05-20,Wednesday,05:00,31.5,55,31,25,37,13,25,27,15,18,15,0,0,5,5,20,10,0,560,478,0,2795.9,2795.9,0.1334,0,2026,5,20,5,6,131,75,206,1038,0
2026-05-20,Wednesday,06:00,31.5,51,176,186,165,155,173,164,143,158,168,0,0,10,5,20,10,0,586,562,21,3237.7,3216.7,0.1398,0,2026,5,20,6,6,855,633,1488,1148,0
2026-05-20,Wednesday,07:00,32.4,43,435,366,383,440,458,332,383,437,389,0,0,40,5,179,68,0,482,471,50,3267.1,3217.1,0.1547,0,2026,5,20,7,6,2082,1541,3623,953,0
2026-05-20,Wednesday,08:00,32.1,41,933,1082,918,1199,1021,1043,1070,1062,814,8,15,80,5,175,65,0,514,516,88,4472.1,4384.1,0.1075,0,2026,5,20,8,6,5153,3989,9142,1030,23
2026-05-20,Wednesday,09:00,34.6,38,1384,1237,1280,983,1097,1026,1056,1029,1364,27,27,120,180,151,54,0,390,406,185,5363.2,5178.2,0.1379,0,2026,5,20,9,6,5981,4475,10456,796,54
2026-05-20,Wednesday,10:00,35.5,38,1570,1273,1367,1260,1502,988,1113,1247,1167,25,25,236,180,51,24,1,412,373,252,5242.6,4990.6,0.1301,0,2026,5,20,10,6,6972,4515,11487,785,50
2026-05-20,Wednesday,11:00,34.9,38,1757,1782,1701,1333,1466,1514,1239,1126,1353,43,30,253,180,61,29,0,396,386,290,5652.6,5362.6,0.1169,0,2026,5,20,11,6,8039,5232,13271,782,73
2026-05-20,Wednesday,12:00,35.0,38,816,811,698,639,852,671,653,467,772,39,37,262,180,358,139,0,343,348,364,4843.8,4479.8,0.1224,0,2026,5,20,12,6,3816,2563,6379,691,76
2026-05-20,Wednesday,13:00,34.9,38,648,874,817,608,756,565,673,766,770,35,40,353,180,402,168,0,405,368,418,4760.3,4342.3,0.1225,0,2026,5,20,13,6,3703,2774,6477,773,75
2026-05-20,Wednesday,14:00,35.2,38,1293,1290,1221,1192,1376,997,1142,1193,1181,35,44,343,180,95,41,1,406,400,276,5879.9,5603.9,0.0747,0,2026,5,20,14,6,6372,4513,10885,806,79
2026-05-20,Wednesday,15:00,36.3,38,1655,1474,1250,1330,1376,887,947,1086,1146,43,37,311,180,127,58,0,347,335,280,5802.7,5522.7,0.0687,0,2026,5,20,15,6,7085,4066,11151,682,80
2026-05-20,Wednesday,16:00,35.3,38,1350,1253,1140,1279,1083,1020,1194,953,914,18,34,351,180,130,47,0,386,392,166,5321.6,5155.6,0.1351,0,2026,5,20,16,6,6105,4081,10186,778,52
2026-05-20,Wednesday,17:00,34.1,38,638,662,679,607,705,500,453,559,610,30,28,349,180,139,53,0,565,529,99,4894.6,4795.6,0.1269,0,2026,5,20,17,6,3291,2122,5413,1094,58
2026-05-20,Wednesday,18:00,35.3,39,646,541,663,463,526,499,342,580,525,9,1,333,5,318,106,0,585,482,61,3925.2,3864.2,0.0923,0,2026,5,20,18,6,2839,1946,4785,1067,10
2026-05-20,Wednesday,19:00,34.7,42,617,633,642,554,776,481,587,557,407,5,1,310,5,298,109,0,553,530,0,4146.9,4146.9,0.0963,0,2026,5,20,19,6,3222,2032,5254,1083,6
2026-05-20,Wednesday,20:00,33.4,47,156,134,176,178,166,101,114,147,149,0,0,283,5,271,100,0,551,546,0,3377.3,3377.3,0.1321,0,2026,5,20,20,6,810,511,1321,1097,0
2026-05-20,Wednesday,21:00,32.9,45,196,154,179,150,168,140,142,172,141,0,0,22,5,20,10,0,626,667,0,3380.6,3380.6,0.1364,0,2026,5,20,21,6,847,595,1442,1293,0
2026-05-20,Wednesday,22:00,32.7,44,37,5,2,39,0,12,10,25,31,0,0,3,5,20,10,0,652,644,0,3092.0,3092.0,0.1675,0,2026,5,20,22,6,83,78,161,1296,0
2026-05-20,Wednesday,23:00,31.9,50,17,37,18,39,33,4,39,18,8,0,0,2,5,20,10,0,617,651,0,3184.8,3184.8,0.1461,0,2026,5,20,23,6,144,69,213,1268,0
2026-05-21,Thursday,00:00,30.7,55,29,38,16,10,32,6,31,38,14,0,0,9,5,20,10,0,639,551,0,3003.6,3003.6,0.14,0,2026,5,21,0,4,125,89,214,1190,0
2026-05-21,Thursday,01:00,29.6,52,2,25,21,10,30,28,22,32,19,0,0,9,5,20,10,0,578,526,0,2879.7,2879.7,0.1615,0,2026,5,21,1,4,88,101,189,1104,0
2026-05-21,Thursday,02:00,28.6,51,25,26,15,19,20,13,15,29,9,0,0,4,5,20,10,0,618,587,0,2888.1,2888.1,0.1557,0,2026,5,21,2,4,105,66,171,1205,0
2026-05-21,Thursday,03:00,28.7,53,2,5,3,37,7,9,6,28,8,0,0,4,5,20,10,0,579,578,0,2931.6,2931.6,0.1465,0,2026,5,21,3,4,54,51,105,1157,0
2026-05-21,Thursday,04:00,30.3,52,4,18,21,20,37,15,30,27,26,0,0,3,5,20,10,0,627,585,0,2993.6,2993.6,0.1592,0,2026,5,21,4,4,100,98,198,1212,0
2026-05-21,Thursday,05:00,32.1,56,35,37,19,13,30,2,23,10,25,0,0,6,5,20,10,0,605,544,0,3019.4,3019.4,0.1168,0,2026,5,21,5,4,134,60,194,1149,0
2026-05-21,Thursday,06:00,31.6,52,164,166,148,158,174,152,142,140,139,0,0,11,5,20,10,0,582,517,22,3067.8,3045.8,0.154,0,2026,5,21,6,4,810,573,1383,1099,0
2026-05-21,Thursday,07:00,33.8,44,347,402,412,390,459,357,335,311,356,0,0,40,5,167,68,0,471,493,45,3277.4,3232.4,0.1532,0,2026,5,21,7,4,2010,1359,3369,964,0
2026-05-21,Thursday,08:00,33.7,43,1099,995,1220,1025,1405,1182,1035,1091,920,15,14,80,5,136,62,0,453,474,87,4805.3,4718.3,0.0907,0,2026,5,21,8,4,5744,4228,9972,927,29
2026-05-21,Thursday,09:00,34.0,42,1449,1253,1068,1224,1042,1247,1153,1194,1027,27,21,120,180,159,56,0,388,336,164,4859.3,4695.3,0.0851,0,2026,5,21,9,4,6036,4621,10657,724,48
2026-05-21,Thursday,10:00,35.7,38,1531,1562,1183,1194,1537,1213,1087,1282,1321,33,33,224,180,66,21,0,378,360,242,5637.4,5395.4,0.1038,0,2026,5,21,10,4,7007,4903,11910,738,66
2026-05-21,Thursday,11:00,34.6,38,1926,1517,1547,1568,1557,1271,1245,1215,1411,24,33,282,180,70,30,0,409,375,295,5514.5,5219.5,0.1261,0,2026,5,21,11,4,8115,5142,13257,784,57
2026-05-21,Thursday,12:00,35.6,38,773,685,737,794,775,632,661,666,695,38,35,317,180,366,177,0,393,367,348,4840.9,4492.9,0.1089,0,2026,5,21,12,4,3764,2654,6418,760,73
2026-05-21,Thursday,13:00,35.9,38,849,702,680,544,723,591,579,621,680,42,43,327,180,408,157,0,391,386,359,4910.0,4551.0,0.1056,0,2026,5,21,13,4,3498,2471,5969,777,85
2026-05-21,Thursday,14:00,35.5,38,1054,1197,1218,1103,1003,1147,960,1111,1033,35,41,318,180,91,36,0,356,376,344,5206.1,4862.1,0.1277,0,2026,5,21,14,4,5575,4251,9826,732,76
2026-05-21,Thursday,15:00,35.1,38,1090,1374,1287,1172,1312,1013,1135,996,905,35,40,364,180,159,52,0,386,361,250,5449.5,5199.5,0.1321,0,2026,5,21,15,4,6235,4049,10284,747,75
2026-05-21,Thursday,16:00,34.7,38,1256,1278,1331,1082,1188,1179,882,1029,1254,26,21,380,180,145,58,1,388,380,160,5313.4,5153.4,0.1381,0,2026,5,21,16,4,6135,4344,10479,768,47
2026-05-21,Thursday,17:00,35.6,38,604,617,523,542,622,507,466,441,549,27,26,311,180,139,58,0,551,518,94,4932.6,4838.6,0.1122,0,2026,5,21,17,4,2908,1963,4871,1069,53
2026-05-21,Thursday,18:00,33.9,38,591,464,602,529,597,479,534,541,455,7,5,339,5,263,114,0,547,518,61,4073.6,4012.6,0.1329,0,2026,5,21,18,4,2783,2009,4792,1065,12
2026-05-21,Thursday,19:00,34.6,38,623,554,627,580,570,567,553,597,475,3,8,262,5,264,136,0,542,554,0,4186.0,4186.0,0.1285,0,2026,5,21,19,4,2954,2192,5146,1096,11
2026-05-21,Thursday,20:00,33.5,42,191,195,161,145,189,120,144,157,157,0,0,227,5,242,120,0,536,487,0,3295.9,3295.9,0.1469,0,2026,5,21,20,4,881,578,1459,1023,0
2026-05-21,Thursday,21:00,33.3,41,234,158,180,191,188,144,115,174,165,0,0,58,5,20,10,0,588,671,0,3348.9,3348.9,0.1477,0,2026,5,21,21,4,951,598,1549,1259,0
2026-05-21,Thursday,22:00,32.0,46,31,17,12,11,26,2,0,40,23,0,0,10,5,20,10,0,649,644,0,3079.9,3079.9,0.1644,0,2026,5,21,22,4,97,65,162,1293,0
2026-05-21,Thursday,23:00,31.4,61,39,23,21,0,6,30,32,12,13,0,0,4,5,20,10,0,661,649,0,3041.2,3041.2,0.089,0,2026,5,21,23,4,89,87,176,1310,0
2026-05-22,Friday,00:00,29.7,59,21,32,17,33,25,33,37,39,39,0,0,6,5,20,10,0,634,622,0,3011.6,3011.6,0.0945,0,2026,5,22,0,0,128,148,276,1256,0
2026-05-22,Friday,01:00,30.5,46,27,2,29,37,35,18,34,29,2,0,0,9,5,20,10,0,611,599,0,2939.1,2939.1,0.1677,0,2026,5,22,1,0,130,83,213,1210,0
2026-05-22,Friday,02:00,29.6,54,21,1,26,37,40,4,30,26,29,0,0,7,5,20,10,0,589,555,0,3007.3,3007.3,0.1385,0,2026,5,22,2,0,125,89,214,1144,0
2026-05-22,Friday,03:00,28.0,54,20,37,14,28,16,19,2,14,37,0,0,8,5,20,10,0,561,552,0,2815.7,2815.7,0.1413,0,2026,5,22,3,0,115,72,187,1113,0
2026-05-22,Friday,04:00,30.9,52,25,16,0,33,14,2,14,28,15,0,0,12,5,20,10,0,605,585,0,2905.6,2905.6,0.1646,0,2026,5,22,4,0,88,59,147,1190,0
2026-05-22,Friday,05:00,31.3,51,0,27,3,4,17,34,34,26,1,0,0,9,5,20,10,0,594,546,0,2928.5,2928.5,0.1642,0,2026,5,22,5,0,51,95,146,1140,0
2026-05-22,Friday,06:00,32.1,53,180,197,192,130,164,163,143,138,163,0,0,1,5,20,10,0,630,563,24,3007.8,2983.8,0.1413,0,2026,5,22,6,0,863,607,1470,1193,0
2026-05-22,Friday,07:00,32.8,44,395,414,391,395,410,368,357,403,350,0,0,40,5,185,69,0,535,472,53,3330.2,3277.2,0.154,0,2026,5,22,7,0,2005,1478,3483,1007,0
2026-05-22,Friday,08:00,34.5,44,1107,1329,1040,1127,1307,1151,1007,964,1055,10,12,80,5,174,67,0,490,413,89,4714.7,4625.7,0.0826,0,2026,5,22,8,0,5910,4177,10087,903,22
2026-05-22,Friday,09:00,33.3,39,1357,1645,1297,1305,1397,769,1032,926,1403,14,22,120,180,153,56,0,392,365,188,4970.7,4782.7,0.0946,0,2026,5,22,9,0,7001,4130,11131,757,36
2026-05-22,Friday,10:00,34.7,39,1734,1158,1520,1152,1333,1207,1248,1265,1130,40,28,223,180,58,23,0,357,373,241,5413.8,5172.8,0.0862,0,2026,5,22,10,0,6897,4850,11747,730,68
2026-05-22,Friday,11:00,34.3,38,1684,1622,1349,1404,1868,1109,1290,1372,1226,39,27,285,180,67,23,0,406,346,276,5751.5,5475.5,0.1008,0,2026,5,22,11,0,7927,4997,12924,752,66
2026-05-22,Friday,12:00,34.7,38,919,574,868,574,700,651,675,652,678,36,48,310,180,427,146,0,335,388,301,5107.7,4806.7,0.134,0,2026,5,22,12,0,3635,2656,6291,723,84
2026-05-22,Friday,13:00,35.1,38,751,769,641,761,951,584,509,622,700,42,49,332,180,313,134,0,399,356,361,5050.5,4689.5,0.1358,0,2026,5,22,13,0,3873,2415,6288,755,91
2026-05-22,Friday,14:00,36.1,38,1392,1148,1320,1312,1313,1290,959,1062,1239,33,39,348,180,98,40,0,369,372,292,5444.3,5152.3,0.1154,0,2026,5,22,14,0,6485,4550,11035,741,72
2026-05-22,Friday,15:00,35.3,38,1435,1281,1304,1235,1331,977,929,1021,1017,39,44,366,180,110,50,0,390,334,281,5704.7,5423.7,0.1038,0,2026,5,22,15,0,6586,3944,10530,724,83
2026-05-22,Friday,16:00,36.1,39,1156,1257,1222,1063,1290,1039,1127,1220,1142,27,24,390,180,147,56,0,386,401,145,5055.9,4910.9,0.0739,0,2026,5,22,16,0,5988,4528,10516,787,51
2026-05-22,Friday,17:00,35.1,38,650,690,461,483,656,460,514,514,581,21,9,319,180,113,59,0,540,505,94,4137.6,4043.6,0.1283,0,2026,5,22,17,0,2940,2069,5009,1045,30
2026-05-22,Friday,18:00,34.4,39,649,560,544,642,660,450,569,534,555,2,6,302,5,239,124,0,572,522,47,3966.4,3919.4,0.1041,0,2026,5,22,18,0,3055,2108,5163,1094,8
2026-05-22,Friday,19:00,33.7,41,569,605,584,567,662,513,530,375,554,1,12,268,5,280,102,0,579,522,0,3986.7,3986.7,0.1113,0,2026,5,22,19,0,2987,1972,4959,1101,13
2026-05-22,Friday,20:00,33.1,45,178,169,161,173,179,120,123,140,138,0,0,180,5,249,104,0,528,537,0,3035.4,3035.4,0.1608,0,2026,5,22,20,0,860,521,1381,1065,0
2026-05-22,Friday,21:00,32.3,48,165,145,151,163,164,127,148,146,127,0,0,79,5,20,10,0,646,566,0,3326.9,3326.9,0.1472,0,2026,5,22,21,0,788,548,1336,1212,0
2026-05-22,Friday,22:00,32.8,46,18,19,34,35,40,4,4,9,7,0,0,0,5,20,10,0,683,586,0,3111.6,3111.6,0.158,0,2026,5,22,22,0,146,24,170,1269,0
2026-05-22,Friday,23:00,30.9,51,15,4,17,11,7,28,21,7,32,0,0,14,5,20,10,0,645,614,0,3036.6,3036.6,0.1534,0,2026,5,22,23,0,54,88,142,1259,0
2026-05-23,Saturday,00:00,30.6,58,32,7,30,39,17,5,22,5,22,0,0,5,5,20,10,0,520,629,0,2901.8,2901.8,0.1242,0,2026,5,23,0,2,125,54,179,1149,0
2026-05-23,Saturday,01:00,29.7,59,24,12,34,16,1,39,5,4,10,0,0,4,5,20,10,0,613,582,0,3028.2,3028.2,0.095,0,2026,5,23,1,2,87,58,145,1195,0
2026-05-23,Saturday,02:00,28.9,58,21,10,33,34,12,30,40,22,1,0,0,10,5,20,10,0,547,578,0,2888.2,2888.2,0.1232,0,2026,5,23,2,2,110,93,203,1125,0
2026-05-23,Saturday,03:00,28.9,58,24,27,6,32,25,13,10,12,39,0,0,15,5,20,10,0,599,553,0,2849.9,2849.9,0.1258,0,2026,5,23,3,2,114,74,188,1152,0
2026-05-23,Saturday,04:00,30.3,50,37,4,14,31,35,29,24,20,23,0,0,6,5,20,10,0,654,598,0,3045.0,3045.0,0.1509,0,2026,5,23,4,2,121,96,217,1252,0
2026-05-23,Saturday,05:00,31.8,53,2,2,28,12,0,36,22,1,23,0,0,10,5,20,10,0,557,586,0,3049.9,3049.9,0.1444,0,2026,5,23,5,2,44,82,126,1143,0
2026-05-23,Saturday,06:00,31.6,44,23,25,21,22,23,20,19,20,24,0,0,13,5,20,10,0,558,574,25,2927.4,2902.4,0.1722,0,2026,5,23,6,2,114,83,197,1132,0
2026-05-23,Saturday,07:00,32.7,46,68,73,61,53,70,54,58,51,47,0,0,40,5,115,35,0,457,485,41,2821.0,2780.0,0.1544,0,2026,5,23,7,2,325,210,535,942,0
2026-05-23,Saturday,08:00,33.5,42,180,212,170,145,199,134,145,131,161,0,0,60,5,94,37,0,495,488,96,2930.7,2834.7,0.1568,0,2026,5,23,8,2,906,571,1477,983,0
2026-05-23,Saturday,09:00,33.6,43,189,209,211,144,187,178,159,154,191,0,0,80,5,104,35,0,431,327,151,2736.1,2585.1,0.1448,0,2026,5,23,9,2,940,682,1622,758,0
2026-05-23,Saturday,10:00,34.4,38,214,197,204,183,234,179,173,176,216,2,1,107,5,35,14,0,384,376,263,2872.5,2609.5,0.1499,0,2026,5,23,10,2,1032,744,1776,760,3
2026-05-23,Saturday,11:00,35.4,38,243,174,220,199,170,243,185,145,201,8,1,182,5,48,16,0,392,393,322,2923.7,2601.7,0.1408,0,2026,5,23,11,2,1006,774,1780,785,9
2026-05-23,Saturday,12:00,35.8,38,143,102,102,105,127,102,93,97,114,7,7,143,5,210,86,0,411,348,335,2870.6,2535.6,0.1345,0,2026,5,23,12,2,579,406,985,759,14
2026-05-23,Saturday,13:00,35.4,38,100,119,126,94,115,70,104,103,101,8,5,114,5,244,89,0,325,383,327,2909.9,2582.9,0.1414,0,2026,5,23,13,2,554,378,932,708,13
2026-05-23,Saturday,14:00,34.7,38,192,203,164,141,207,150,169,157,165,0,5,162,5,52,20,0,364,376,304,2694.7,2390.7,0.1196,0,2026,5,23,14,2,907,641,1548,740,5
2026-05-23,Saturday,15:00,36.6,38,208,206,207,164,203,177,150,157,153,8,6,160,5,78,29,0,388,373,230,2999.8,2769.8,0.1204,0,2026,5,23,15,2,988,637,1625,761,14
2026-05-23,Saturday,16:00,34.9,38,187,210,169,182,208,107,173,182,162,1,0,174,5,74,33,0,447,318,187,2858.9,2671.9,0.1449,0,2026,5,23,16,2,956,624,1580,765,1
2026-05-23,Saturday,17:00,35.7,38,87,83,79,80,73,71,65,72,72,0,0,148,5,72,35,0,531,515,104,3027.1,2923.1,0.1343,0,2026,5,23,17,2,402,280,682,1046,0
2026-05-23,Saturday,18:00,34.6,40,91,81,87,75,88,64,82,66,90,0,0,141,5,175,59,0,477,464,69,2908.6,2839.6,0.1286,0,2026,5,23,18,2,422,302,724,941,0
2026-05-23,Saturday,19:00,34.7,38,96,92,116,78,81,76,65,77,78,0,0,110,5,170,65,0,566,566,0,3166.6,3166.6,0.149,0,2026,5,23,19,2,463,296,759,1132,0
2026-05-23,Saturday,20:00,33.2,38,28,23,25,26,23,19,23,22,24,0,0,110,5,138,60,0,508,533,0,2992.2,2992.2,0.161,0,2026,5,23,20,2,125,88,213,1041,0
2026-05-23,Saturday,21:00,32.4,44,28,24,23,28,23,22,21,17,20,0,0,64,5,20,10,0,674,609,0,3020.7,3020.7,0.1681,0,2026,5,23,21,2,126,80,206,1283,0
2026-05-23,Saturday,22:00,32.3,46,16,24,9,17,21,26,4,33,23,0,0,2,5,20,10,0,659,690,0,3216.1,3216.1,0.157,0,2026,5,23,22,2,87,86,173,1349,0
2026-05-23,Saturday,23:00,31.7,50,31,19,19,26,1,1,18,20,11,0,0,2,5,20,10,0,599,652,0,3016.3,3016.3,0.1602,0,2026,5,23,23,2,96,50,146,1251,0
2026-05-24,Sunday,00:00,30.4,60,8,33,38,38,6,23,7,6,16,0,0,10,5,20,10,0,580,605,0,2985.1,2985.1,0.0991,0,2026,5,24,0,3,123,52,175,1185,0
2026-05-24,Sunday,01:00,29.5,56,20,7,11,36,13,37,5,14,3,0,0,8,5,20,10,0,566,595,0,2986.7,2986.7,0.1381,0,2026,5,24,1,3,87,59,146,1161,0
2026-05-24,Sunday,02:00,29.1,59,19,35,34,5,35,36,34,19,35,0,0,9,5,20,10,0,598,595,0,3146.6,3146.6,0.0729,0,2026,5,24,2,3,128,124,252,1193,0
2026-05-24,Sunday,03:00,29.8,54,6,25,2,19,26,5,21,17,3,0,0,4,5,20,10,0,602,529,0,2930.4,2930.4,0.15,0,2026,5,24,3,3,78,46,124,1131,0
2026-05-24,Sunday,04:00,30.8,52,4,6,37,0,6,30,2,30,23,0,0,12,5,20,10,0,634,555,0,2930.5,2930.5,0.1658,0,2026,5,24,4,3,53,85,138,1189,0
2026-05-24,Sunday,05:00,31.6,49,34,6,16,10,37,35,15,5,21,0,0,5,5,20,10,0,591,623,0,2980.9,2980.9,0.1657,0,2026,5,24,5,3,103,76,179,1214,0
2026-05-24,Sunday,06:00,32.5,46,23,25,32,25,26,19,20,17,27,0,0,5,5,20,10,0,601,570,26,3155.8,3129.8,0.1549,0,2026,5,24,6,3,131,83,214,1171,0
2026-05-24,Sunday,07:00,33.0,44,82,62,49,47,62,54,57,46,54,0,0,40,5,86,42,0,529,520,55,3080.9,3025.9,0.1691,0,2026,5,24,7,3,302,211,513,1049,0
2026-05-24,Sunday,08:00,33.1,43,164,190,179,114,202,162,137,151,129,0,0,60,5,87,44,0,457,465,104,2943.4,2839.4,0.1619,0,2026,5,24,8,3,849,579,1428,922,0
2026-05-24,Sunday,09:00,34.4,41,221,231,179,157,183,136,164,160,184,0,0,80,5,79,37,0,418,378,157,2819.3,2662.3,0.1258,0,2026,5,24,9,3,971,644,1615,796,0
2026-05-24,Sunday,10:00,34.2,38,219,261,212,205,215,188,173,195,182,0,7,163,5,42,15,0,409,377,228,2905.8,2677.8,0.1534,0,2026,5,24,10,3,1112,738,1850,786,7
2026-05-24,Sunday,11:00,34.9,38,234,263,269,230,276,220,187,213,176,2,2,138,5,35,16,0,356,390,334,2830.5,2496.5,0.1389,0,2026,5,24,11,3,1272,796,2068,746,4
2026-05-24,Sunday,12:00,35.3,38,114,107,111,123,137,91,80,86,107,8,3,140,5,193,87,0,420,372,420,2745.2,2325.2,0.1283,0,2026,5,24,12,3,592,364,956,792,11
2026-05-24,Sunday,13:00,35.2,38,123,125,118,104,120,87,93,109,101,0,8,147,5,234,81,0,395,403,388,2782.1,2394.1,0.1347,0,2026,5,24,13,3,590,390,980,798,8
2026-05-24,Sunday,14:00,35.6,38,200,207,161,188,192,124,164,159,151,3,7,169,5,46,20,0,391,329,301,2760.7,2459.7,0.1164,0,2026,5,24,14,3,948,598,1546,720,10
2026-05-24,Sunday,15:00,35.6,38,180,169,188,176,175,192,160,154,160,0,6,205,5,85,26,0,373,356,218,2902.1,2684.1,0.1321,0,2026,5,24,15,3,888,666,1554,729,6
2026-05-24,Sunday,16:00,34.7,38,243,191,170,146,180,137,150,167,169,6,3,150,5,66,35,0,381,368,176,2894.5,2718.5,0.1486,0,2026,5,24,16,3,930,623,1553,749,9
2026-05-24,Sunday,17:00,34.7,38,84,89,89,74,76,70,80,65,78,0,0,134,5,90,30,0,563,546,99,2961.5,2862.5,0.1488,0,2026,5,24,17,3,412,293,705,1109,0
2026-05-24,Sunday,18:00,33.8,42,105,82,52,82,72,66,75,76,93,0,0,132,5,146,70,0,554,503,46,3020.2,2974.2,0.1555,0,2026,5,24,18,3,393,310,703,1057,0
2026-05-24,Sunday,19:00,34.5,44,86,93,70,70,95,72,63,73,87,0,0,89,5,190,68,0,561,515,0,3277.4,3277.4,0.1382,0,2026,5,24,19,3,414,295,709,1076,0
2026-05-24,Sunday,20:00,34.1,40,29,23,23,27,26,22,23,22,20,0,0,172,5,170,68,0,543,549,0,3219.2,3219.2,0.1446,0,2026,5,24,20,3,128,87,215,1092,0
2026-05-24,Sunday,21:00,32.6,48,27,19,20,24,28,22,22,27,23,0,0,57,5,20,10,0,632,609,0,3227.4,3227.4,0.1494,0,2026,5,24,21,3,118,94,212,1241,0
2026-05-24,Sunday,22:00,31.4,52,26,37,18,17,15,39,7,26,16,0,0,15,5,20,10,0,643,583,0,2926.8,2926.8,0.1648,0,2026,5,24,22,3,113,88,201,1226,0
2026-05-24,Sunday,23:00,32.2,48,0,7,25,37,12,16,8,36,11,0,0,3,5,20,10,0,645,578,0,3203.2,3203.2,0.1558,0,2026,5,24,23,3,81,71,152,1223,0
2026-05-25,Monday,00:00,30.8,50,15,8,2,14,15,2,4,25,8,0,0,6,5,20,10,0,577,611,0,2888.4,2888.4,0.1649,0,2026,5,25,0,1,54,39,93,1188,0
2026-05-25,Monday,01:00,29.7,58,17,7,36,0,13,7,0,26,6,0,0,10,5,20,10,0,604,523,0,2880.5,2880.5,0.1286,0,2026,5,25,1,1,73,39,112,1127,0
